- 2<U+C704>: <U+BCF4><U+C789> 737 MAX(50<U+B9CC><U+D68C> <U+C6B4><U+D56D> <U+C911> 2<U+D68C>, <U+B530><U+B77C><U+C11C> 100<U+B9CC><U+D68C> <U+C6B4><U+D56D> <U+C911> 4<U+D68C> <U+C608><U+C0C1>)
- <U+CC38><U+ACE0><U+B85C> 737 <U+C774><U+C804> <U+BC84><U+C804><U+C740> <U+CD1D> 6100<U+B9CC><U+D68C> <U+C6B4><U+D589>(100<U+B9CC><U+D68C> <U+C6B4><U+D589> <U+C911> 0.2<U+D68C> <U+AE30><U+B85D>)
- <U+D55C><U+D3B8> <U+C5D0><U+C5B4><U+BC84><U+C2A4> 340<U+ACFC> <U+BCF4><U+C789> 787<U+C740> 0 <U+C0AC><U+ACE0><U+C728> <U+AE30><U+B85D> https://t.co/Jr7HnEIQfd https://t.co/kw40so4CFZ,A team of U.S. aviation experts arrived in Ethiopia on Tuesday to help try and find out why an Ethiopian Airlines jet crashed killing all 157 aboard. https://t.co/sPtC7gSrT4,Boeing to upgrade software in 737 MAX 8 fleet in 'weeks' https://t.co/iP0xEFGv6o,Tras avionazo, China prohibe Boeing 737 MAX 8 https://t.co/GOTUof6SUJ https://t.co/nhGfHjCG9Z,Breaking: Oman joins Australia in barring 737 Max planes @PACAOMAN @OmanAir #Oman #Muscat #Boeing #737Max #OmanAir #Boeingcrash #737Crash  https://t.co/Fr0Ryp5S9b,Alasan Utama Kemenhub Larang Terbang Boeing 737 Max 8 https://t.co/IPyV0CdLB0 https://t.co/cfEOxc8DtA,FAA will order Boeing to upgrade safety software on its 737 Max 8s, Boeing says  https://t.co/QWFuXv6dIV,Breaking:  AEROMÉXICO INFORMA que ha decidido suspender temporalmente la operación de sus seis equipos Boeing 737 MAX 8 en tanto se cuente con información contundente sobre las investigaciones del lamentable accidente del vuelo ET302. https://t.co/Vs8Ne3SOjM,#NSTnation: Malaysia declares 'no-fly zone' for Boeing 737 MAX 8

#Boeing737Max8 

https://t.co/GcfnzSGeFR,<U+0E16><U+0E49><U+0E32><U+0E40><U+0E25><U+0E35><U+0E48><U+0E22><U+0E07><U+0E44><U+0E14><U+0E49> <U+0E40><U+0E25><U+0E35><U+0E48><U+0E22><U+0E07><U+0E01><U+0E48><U+0E2D><U+0E19><U+0E19><U+0E30><U+0E04><U+0E23><U+0E31><U+0E1A>

‘Boeing 737 MAX 8’ <U+0E43><U+0E2B><U+0E21><U+0E48><U+0E40><U+0E2D><U+0E35><U+0E48><U+0E22><U+0E21> <U+0E15><U+0E01> 2 <U+0E25><U+0E33> <U+0E20><U+0E32><U+0E22><U+0E43><U+0E19> 5 <U+0E40><U+0E14><U+0E37><U+0E2D><U+0E19> – <U+0E2A><U+0E32><U+0E22><U+0E01><U+0E32><U+0E23><U+0E1A><U+0E34><U+0E19><U+0E44><U+0E2B><U+0E19><U+0E21><U+0E35><U+0E40><U+0E04><U+0E23><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E1A><U+0E34><U+0E19><U+0E23><U+0E38><U+0E48><U+0E19><U+0E19><U+0E35><U+0E49><U+0E1A><U+0E49><U+0E32><U+0E07>?

<U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14> <U+0E08><U+0E35><U+0E19><U+0E2A><U+0E31><U+0E48><U+0E07><U+0E17><U+0E38><U+0E01><U+0E2A><U+0E32><U+0E22><U+0E01><U+0E32><U+0E23><U+0E1A><U+0E34><U+0E19><U+0E43><U+0E19><U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28> <U+0E2B><U+0E22><U+0E38><U+0E14><U+0E43><U+0E0A><U+0E49> Boeing 737 MAX <U+0E41><U+0E25><U+0E49><U+0E27><U+0E14><U+0E49><U+0E27><U+0E22>

https://t.co/9oDUSN0l4G,Nations, airlines ground Boeing 737 Max series so far: 
China
Indonesia
Singapore 
Australia
Ethiopian Airlines 
Argentina, Aerolineas Argentinas
South Korea, Eastar Jet  
Morocco, Royal Air Maroc
Mexico, Aeromexico
Brazil, Gol Airlines
MIAT Mongolian Airlines
India, Jet Airways https://t.co/29awe8n1CY,There's a significant difference between the Ethiopian Airlines and Lion Air plane crashes, which both involved the Boeing 737 Max 8 | @BISouthAfrica  

https://t.co/59k9HvRmq2 https://t.co/AHIIfvW9uc,BREAKING

The Civil Aviation Authority of Malaysia with immediate effect is suspending the operations of the Boeing 737 MAX 8 aircraft flying to or from Malaysia and transiting in Malaysia until further notice.

News on @501Awani,Des compagnies et des pays adoptent des mesures visant les Boeing 737 MAX https://t.co/he7PuUcwZB https://t.co/uYvn7uSMV7,Australia and Singapore join countries grounding Boeing’s 737 Max
https://t.co/5EXkNVWYYp,#technology - These are the airlines with the most Boeing 737 Max 8 jets in their fleets in: Quartz
https://t.co/IChqSlecEr,There're now 10 nations/airlines grounding Boeing 737 Max 8. They are: China, Ethiopia, Indonesia, Singapore, Argentina, Brazil, Mexico, Mongolia, Australia, Cayman Airways.  #Boeing737Max,Une vingtaine de compagnies aériennes à travers le monde ont choisi lundi de clouer au sol leurs appareils Boeing 737 Max 8.

Le Canada a décidé de garder ses 41 avions de ce type dans les airs !?!

@MarcGarneau 
https://t.co/i4sUIGnqOY,Transport aérien: la Malaisie interdit de vol les Boeing 737 MAX 8 dans son espace aérien https://t.co/kEmrhYbtPe https://t.co/2kAdVKyjY9," The pilot commanding the aircraft should have at least 1,000 hours of flying experience, according to the DGCA directions. "  Both Ethiopian &amp; Lion Air P1s  had over  8000 &amp; 6000 hours respectively. <U+0001F481><U+0001F3FB><U+200D><U+2640><U+FE0F> https://t.co/QYZfPKUenr,URGENTE: El gobierno de Corea del Sur ordena inmovilizar y suspender todos los vuelos del Boeing 737-MAX 8.,COME ON @SouthwestAir!!! Seriously. There is nothing wrong with accountability when it comes down to keeping people alive.

Several airlines ground Boeing 737 MAX 8 aircraft following fatal Ethiopian Airlines crash  https://t.co/omoY80Xx4N,#Infografis Jatuhnya pesawat Boeing 737 MAX 8 yang dioperasikan maskapai Ethiopian Airlines kembali membawa nama Boeing ke permukaan. Bagaimana riwayatnya kini? https://t.co/1Ii3txgzO9
#Boeing737Max8 https://t.co/LZmPcOw2lw,Boeing varsler rettelser på 737 Max i løbet af kort tid Boeing er på vej med ændringer i det såkaldte MCAS-system, som siges at have bidraget til Lion Air-ulykken.
 https://t.co/iuJjW8mjQP,FAA says 737 Max 8 is safe but public confidence continues to shrink #Travel #AvGeek #Boeing #737Max #ET302 https://t.co/h6qHmvPr3S https://t.co/XP0R14gMZq,URGENTE: Pilotos de Aerolíneas Argentinas anuncian que no volarán ningún Boeing 737-MAX 8. https://t.co/aU8RlPkoe1,The Boeing 737 Max is the fastest-selling plane in the company's history. And now it's under immense global scrutiny after the plane has been involved in two deadly crashes soon after takeoff in less than five months.
https://t.co/8wTqZ0BiJR,@British_Airways How many Boeing 737 Max 8 are you operating?,URGENTE: Pilotos de Aerolíneas Argentinas anuncian que no volarán ningún Boeing 737-MAX 8. https://t.co/aU8RlPkoe1,AFTER #EthiopianAirlinesCrash, Indonesia's aviation authority grounds all Boeing 737 MAX 8. #JokowiSaveAisyah https://t.co/SzLXs2YypW,Nations, airlines ground Boeing 737 Max series so far: 
China
Indonesia
Singapore 
Australia
Ethiopian Airlines 
Argentina, Aerolineas Argentinas
South Korea, Eastar Jet  
Morocco, Royal Air Maroc
Mexico, Aeromexico
Brazil, Gol Airlines
MIAT Mongolian Airlines
India, Jet Airways https://t.co/29awe8n1CY,Nations, airlines ground Boeing 737 Max series so far: 
China
Indonesia
Singapore 
Australia
Ethiopian Airlines 
Argentina, Aerolineas Argentinas
South Korea, Eastar Jet  
Morocco, Royal Air Maroc
Mexico, Aeromexico
Brazil, Gol Airlines
MIAT Mongolian Airlines
India, Jet Airways https://t.co/29awe8n1CY,Boeing suffers huge loss after Singapore and Australia closed their air space to 737 Max planes.
This adds to the recent grounding of 737-max airplanes by major air carriers including #China 
#Boeing737 #EthiopianAirlines #EthiopianAirlinesCrash #SingaporeAirlines #Australia https://t.co/VMu6n4qROm,Here is a good NY Times short analysis that offers some context and preliminary thoughts on the 737 Max boing airplane on #ET302 flight involved in today’s accident including possible connections with the earlier Lion Air accident in Indonesia https://t.co/nkuuOZZCK2,Terjadi Kecelakaan Pesawat Ethiopian Airline Boeing 737.-800 MAX Yang Jatuh Di Ethiopia
#KecelakaanPesawat #EthiopianAirline #pesawatJatuh #Ethiopia
https://t.co/mTZ9AJXfIF,It’s hard to fathom why Mark Garneau won’t gound the Boeing 737  Max 8’s in Canada! If it’d been 2 Air Canada jets that had gone down in the last 5 months, they’d all be grounded.,Australia has suspended all flights into or out of the country by Boeing 737 Max aircraft, the type that was involved in Sunday's Ethiopian Airlines crash killing all 157 on board https://t.co/EJosMTbp66,#Malaysia joins #Australia and #Singapore in banning all Boeing 737 MAX 8 flights into and out of the country following the deadly Ethiopian Airlines crash last Sunday  https://t.co/JpBlgS0Ex3,Aeroméxico suspende temporalmente operación de equipos Boeing 737 MAX 8 https://t.co/NHU5G0h5Nw https://t.co/pY5mJc2QMi,While other countries ground @Boeing's 737 Max 8 planes, the #FAA says it has "not been provided data to draw any conclusions or take any actions.” But 2 crashes of new planes months apart is unheard of these days and travelers &amp; some safety experts express concerns @NPR,Avoid this aircraft. It's a serious issue. Believe.

"Several airlines ground Boeing 737 MAX 8 aircraft following fatal Ethiopian Airlines crash"  https://t.co/4Bh3E5qr7r,Here’s where the Boeing 737 Max 8 flies.  https://t.co/NQQwj7whsZ,Dear @jayantsinha when one country after another is banning 737 Max 8 from their airspaces, why haven't we taken a step to ground these aircrafts immediately, until Boeing sorts the sensor issues out?

Or we're waiting for a tragedy to strike?,Malaysia is banning Boeing 737 MAX 8 planes from its airspace, becoming the latest country to do so following the deadly plane crash in Ethiopia,Australia and Singapore ground Boeing 737 Max 8 jet https://t.co/5vnBKRvZqi via @financialtimes,@TrueFactsStated From @nytimes 

https://t.co/sPVxfFq1Qm https://t.co/TulTPVsNqK,Royal Air Maroc has announced it won't buy any New Boeing 737 Max planes.,BREAKING: Australia suspends operation of Boeing 737 Max 8 aircraft model involved in Ethiopian Airlines crash,BBC News - Boeing 737: Australia joins Singapore in barring Max planes https://t.co/kKWpIQbD6Q,Sen. Richard Blumenthal calls for the immediate grounding of all Boeing 737 Max 8 planes after #EthiopianAirlinesCrash #ctpolitics #aviation #BOEING737MAX8 #FAA https://t.co/Ou5cIODssJ,<U+0E2A><U+0E34><U+0E07><U+0E04><U+0E42><U+0E1B><U+0E23><U+0E08><U+0E30><U+0E44><U+0E21><U+0E48><U+0E2D><U+0E19><U+0E38><U+0E0D><U+0E32><U+0E15><U+0E43><U+0E2B><U+0E49><U+0E2A><U+0E32><U+0E22><U+0E01><U+0E32><U+0E23><U+0E1A><U+0E34><U+0E19><U+0E1E><U+0E32><U+0E13><U+0E34><U+0E0A><U+0E22><U+0E4C><U+0E43><U+0E14> <U+0E46> <U+0E17><U+0E35><U+0E48><U+0E1A><U+0E34><U+0E19><U+0E40><U+0E02><U+0E49><U+0E32><U+0E2D><U+0E2D><U+0E01><U+0E2A><U+0E34><U+0E07><U+0E04><U+0E42><U+0E1B><U+0E23> <U+0E17><U+0E35><U+0E48><U+0E43><U+0E0A><U+0E49><U+0E40><U+0E04><U+0E23><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E1A><U+0E34><U+0E19> Boeing 737 Max (<U+0E17><U+0E38><U+0E01><U+0E23><U+0E38><U+0E48><U+0E19><U+0E22><U+0E48><U+0E2D><U+0E22>) <U+0E21><U+0E35><U+0E1C><U+0E25><U+0E15><U+0E31><U+0E49><U+0E07><U+0E41><U+0E15><U+0E48><U+0E1A><U+0E48><U+0E32><U+0E22><U+0E2A><U+0E2D><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E27><U+0E31><U+0E19><U+0E19><U+0E35><U+0E49>

